From Date,To Date,PM2.5,PM10,NO2,NOx,SO2,CO,Ozone,NH3
20-04-2024 07:00,20-04-2024 08:00,100.25,205.0,90.1,62.18,17.28,1.61,12.87,13.5
09-11-2024 05:00,09-11-2024 06:00,181.5,204.75,76.42,81.35,10.32,2.16,26.5,30.95
20-12-2024 23:00,21-12-2024 00:00,210.67,264.33,162.03,102.27,19.5,1.63,5.53,28.83
03-06-2024 09:00,03-06-2024 10:00,72.25,88.0,51.67,34.45,,0.8,27.42,26.53
31-10-2024 05:00,31-10-2024 06:00,203.5,287.25,258.43,166.65,4.85,2.43,9.15,16.68
25-04-2024 02:00,25-04-2024 03:00,88.75,245.25,174.6,114.08,12.12,3.05,7.25,20.07
10-11-2024 03:00,10-11-2024 04:00,157.5,174.5,34.62,46.75,16.15,1.71,26.12,20.98
14-01-2024 03:00,14-01-2024 04:00,370.25,501.25,56.35,50.2,5.1,2.9,18.18,58.6
15-09-2024 13:00,15-09-2024 14:00,27.75,68.75,32.17,36.28,5.5,0.66,13.8,24.08
04-05-2024 14:00,04-05-2024 15:00,117.25,166.0,31.5,27.1,16.03,0.99,109.03,16.0
31-08-2024 18:00,31-08-2024 19:00,35.75,43.5,19.05,29.65,12.85,0.65,18.48,26.75
23-08-2024 17:00,23-08-2024 18:00,63.5,67.5,70.6,65.6,11.25,1.73,14.43,32.02
15-11-2024 09:00,15-11-2024 10:00,417.0,519.75,22.47,39.7,7.85,2.71,28.3,20.9
04-05-2024 09:00,04-05-2024 10:00,134.5,237.75,20.38,19.43,32.85,1.43,51.5,19.88
21-12-2024 07:00,21-12-2024 08:00,205.0,262.25,181.88,116.93,20.03,1.47,5.28,32.08
03-10-2024 02:00,03-10-2024 03:00,74.75,109.5,149.62,122.38,13.57,2.09,0.53,6.17
26-08-2024 18:00,26-08-2024 19:00,,,85.83,78.58,9.68,1.38,13.62,25.45
23-12-2024 06:00,23-12-2024 07:00,210.75,265.0,239.23,149.22,15.38,0.86,5.8,37.17
26-01-2024 08:00,26-01-2024 09:00,178.5,257.0,103.45,82.02,13.1,2.38,27.12,35.1
18-01-2024 14:00,18-01-2024 15:00,276.5,346.0,22.93,22.77,11.3,1.22,39.73,30.55
09-07-2024 18:00,09-07-2024 19:00,31.0,60.5,5.83,14.9,7.6,1.27,24.5,15.25
06-07-2024 04:00,06-07-2024 05:00,17.75,26.5,9.2,15.82,21.43,0.96,19.97,17.62
13-12-2024 02:00,13-12-2024 03:00,125.75,174.0,55.83,41.3,1.9,0.9,36.15,24.4
08-10-2024 04:00,08-10-2024 05:00,,,42.85,40.85,5.57,1.34,0.98,19.2
30-08-2024 12:00,30-08-2024 13:00,30.75,39.75,45.22,53.77,7.0,,,29.3
31-05-2024 23:00,01-06-2024 00:00,106.33,152.33,51.13,34.23,11.03,3.53,2.0,25.37
22-08-2024 07:00,22-08-2024 08:00,,,31.98,44.72,11.32,0.84,13.22,37.35
11-09-2024 07:00,11-09-2024 08:00,28.5,48.5,69.17,69.05,10.65,1.37,16.45,22.17
30-11-2024 14:00,30-11-2024 15:00,78.75,124.25,47.17,38.8,18.02,0.72,58.95,14.7
29-02-2024 00:00,29-02-2024 01:00,70.5,122.25,37.22,28.83,8.78,1.07,22.02,15.98
30-08-2024 01:00,30-08-2024 02:00,59.75,80.75,174.28,157.53,16.35,2.97,12.5,4.17
20-08-2024 18:00,20-08-2024 19:00,34.75,38.25,37.38,43.85,12.95,1.32,16.95,39.4
19-07-2024 15:00,19-07-2024 16:00,,75.0,11.0,9.3,59.8,0.76,13.77,
20-07-2024 14:00,20-07-2024 15:00,43.25,52.5,14.78,12.2,6.43,0.75,17.82,24.75
09-05-2024 19:00,09-05-2024 20:00,78.5,118.5,128.82,81.53,14.18,1.82,24.62,10.18
20-07-2024 04:00,20-07-2024 05:00,41.25,49.75,108.15,65.83,9.57,0.6,8.35,62.2
06-01-2024 21:00,06-01-2024 22:00,143.5,241.0,20.07,21.45,12.72,1.5,10.0,28.95
19-02-2024 19:00,19-02-2024 20:00,100.0,185.5,31.55,40.77,11.4,1.61,39.62,16.65
06-01-2024 13:00,06-01-2024 14:00,126.33,185.33,19.43,21.12,15.07,0.87,17.23,26.3
26-05-2024 22:00,26-05-2024 23:00,104.75,131.75,33.67,29.07,7.42,4.58,,25.45
04-05-2024 03:00,04-05-2024 04:00,90.5,149.75,61.88,43.17,26.32,1.11,12.48,19.25
28-08-2024 17:00,28-08-2024 18:00,16.25,23.5,58.17,61.9,16.02,1.42,12.25,29.05
24-09-2024 18:00,24-09-2024 19:00,101.75,136.0,76.0,65.45,6.9,1.72,23.68,33.1
07-10-2024 18:00,07-10-2024 19:00,,,41.6,38.0,12.32,1.13,4.45,10.9
24-12-2024 10:00,24-12-2024 11:00,180.75,233.5,162.08,102.8,20.1,0.52,5.78,30.88
06-10-2024 01:00,06-10-2024 02:00,,,157.53,128.42,8.62,1.9,0.43,3.2
09-11-2024 01:00,09-11-2024 02:00,208.5,232.0,161.8,159.85,18.2,4.94,26.27,48.88
04-09-2024 21:00,04-09-2024 22:00,17.25,24.5,81.58,80.82,13.23,1.46,15.25,21.82
01-05-2024 16:00,01-05-2024 17:00,36.5,118.0,52.5,40.48,14.63,0.65,69.65,10.4
21-06-2024 09:00,21-06-2024 10:00,79.25,170.75,22.12,20.7,24.95,1.98,43.85,21.35
18-10-2024 21:00,18-10-2024 22:00,101.75,253.0,236.25,185.0,18.32,6.36,1.15,165.92
25-05-2024 00:00,25-05-2024 01:00,93.5,112.25,40.15,32.5,9.1,1.06,,25.05
20-10-2024 12:00,20-10-2024 13:00,97.75,176.75,38.12,35.43,5.2,1.27,29.05,36.58
14-08-2024 06:00,14-08-2024 07:00,44.75,48.75,82.68,85.05,20.38,1.57,14.6,19.18
08-02-2024 01:00,08-02-2024 02:00,74.75,92.75,0.25,11.68,24.05,0.71,41.83,8.68
28-01-2024 06:00,28-01-2024 07:00,203.25,240.0,286.1,214.0,23.25,3.7,26.18,59.3
30-12-2024 14:00,30-12-2024 15:00,101.0,128.0,,,,1.06,17.07,
14-04-2024 00:00,14-04-2024 01:00,45.5,77.75,38.3,34.75,8.6,0.8,17.15,7.15
30-10-2024 08:00,30-10-2024 09:00,214.75,341.25,318.25,202.88,12.97,2.83,10.65,34.83
24-04-2024 17:00,24-04-2024 18:00,19.75,65.5,140.72,93.0,6.42,1.0,51.65,19.2
12-11-2024 16:00,12-11-2024 17:00,63.75,120.0,9.0,26.23,16.55,1.21,39.05,17.7
21-03-2024 16:00,21-03-2024 17:00,94.25,159.75,61.62,43.77,14.5,1.1,17.85,14.5
07-09-2024 00:00,07-09-2024 01:00,20.75,38.5,67.1,70.83,16.12,0.95,15.78,27.35
29-09-2024 03:00,29-09-2024 04:00,,10.33,64.12,63.6,11.82,0.76,0.62,27.1
13-09-2024 21:00,13-09-2024 22:00,17.25,19.75,84.28,72.53,12.47,1.43,10.48,19.05
19-02-2024 13:00,19-02-2024 14:00,82.75,227.0,20.62,31.6,21.92,0.92,89.78,12.35
06-09-2024 15:00,06-09-2024 16:00,19.5,28.0,42.68,50.8,24.35,0.75,32.05,32.38
22-12-2024 11:00,22-12-2024 12:00,376.5,451.5,333.53,199.25,24.8,1.79,9.93,45.0
04-06-2024 09:00,04-06-2024 10:00,75.0,87.5,49.53,33.35,0.25,0.89,45.83,26.38
10-02-2024 03:00,10-02-2024 04:00,187.0,219.5,199.87,153.88,7.95,2.99,21.5,33.62
04-09-2024 10:00,04-09-2024 11:00,30.5,42.0,27.08,40.12,19.95,0.66,28.75,35.5
12-05-2024 04:00,12-05-2024 05:00,80.0,110.75,36.1,30.27,10.9,1.04,11.93,27.02
25-10-2024 04:00,25-10-2024 05:00,195.5,267.5,212.77,138.07,14.6,1.76,10.8,14.97
29-10-2024 23:00,30-10-2024 00:00,128.0,228.0,320.57,205.87,8.93,3.68,9.8,30.57
09-12-2024 03:00,09-12-2024 04:00,63.0,81.75,143.8,94.17,6.6,0.99,6.2,28.45
01-02-2024 21:00,01-02-2024 22:00,75.75,103.75,57.85,53.58,9.8,1.58,22.12,25.33
26-04-2024 01:00,26-04-2024 02:00,85.5,208.5,116.28,76.3,0.25,2.56,7.57,29.3
19-08-2024 18:00,19-08-2024 19:00,,,71.1,74.35,18.38,1.54,11.78,67.75
03-04-2024 02:00,03-04-2024 03:00,67.25,84.0,44.4,37.0,18.2,1.1,14.7,9.72
19-10-2024 16:00,19-10-2024 17:00,27.5,72.5,30.45,29.12,5.35,0.93,24.35,28.23
27-03-2024 11:00,27-03-2024 12:00,87.25,150.0,41.92,29.23,20.98,1.24,34.0,22.3
25-12-2024 02:00,25-12-2024 03:00,191.5,245.25,180.53,131.12,20.38,3.06,14.23,18.05
18-08-2024 03:00,18-08-2024 04:00,26.25,27.5,31.92,39.88,11.6,1.22,11.47,41.65
09-04-2024 09:00,09-04-2024 10:00,94.75,140.75,54.58,37.85,27.38,0.94,41.67,19.35
17-01-2024 18:00,17-01-2024 19:00,205.25,300.25,37.65,34.67,7.22,2.66,27.5,42.9
13-07-2024 13:00,13-07-2024 14:00,37.5,56.25,28.2,24.35,13.62,0.5,42.62,24.8
28-08-2024 14:00,28-08-2024 15:00,27.25,33.5,43.85,52.27,10.35,1.13,12.28,34.5
08-08-2024 20:00,08-08-2024 21:00,18.5,23.25,33.25,44.58,8.7,1.61,5.42,54.52
14-07-2024 11:00,14-07-2024 12:00,58.25,88.25,21.77,20.75,14.32,0.51,34.75,24.38
22-10-2024 11:00,22-10-2024 12:00,,,151.3,98.85,,1.44,11.38,16.75
06-06-2024 00:00,06-06-2024 01:00,23.5,46.5,52.67,34.92,10.32,0.54,11.57,26.3
07-01-2024 18:00,07-01-2024 19:00,127.5,200.5,23.15,25.1,19.28,0.51,10.0,32.0
15-11-2024 08:00,15-11-2024 09:00,334.75,481.25,32.38,49.53,7.05,2.9,26.4,22.9
28-02-2024 12:00,28-02-2024 13:00,34.25,75.0,46.67,33.35,8.38,0.93,53.02,19.75
07-09-2024 14:00,07-09-2024 15:00,34.0,45.0,51.03,55.3,26.53,0.81,55.5,26.6
02-06-2024 20:00,02-06-2024 21:00,85.5,106.75,48.75,32.6,6.0,0.9,13.42,27.15
02-06-2024 13:00,02-06-2024 14:00,58.75,67.75,53.17,35.05,1.73,0.55,59.5,26.1
31-03-2024 04:00,31-03-2024 05:00,166.5,274.25,123.2,80.43,15.38,1.28,13.78,23.75
30-09-2024 02:00,30-09-2024 03:00,40.75,64.5,156.35,131.18,6.2,1.99,0.45,3.9
29-06-2024 07:00,29-06-2024 08:00,77.25,110.25,6.25,12.12,19.32,1.14,20.4,14.2
26-08-2024 08:00,26-08-2024 09:00,,,56.4,59.7,6.45,1.03,11.62,35.7
08-03-2024 23:00,09-03-2024 00:00,57.0,108.33,48.77,36.1,20.73,0.89,31.1,11.67
01-01-2024 11:00,01-01-2024 12:00,155.75,222.75,15.8,18.7,23.8,1.16,20.15,12.6
16-03-2024 07:00,16-03-2024 08:00,92.5,189.5,127.23,80.62,7.88,2.13,12.28,40.53
08-04-2024 14:00,08-04-2024 15:00,,,34.87,18.25,5.65,0.59,61.9,8.18
23-12-2024 20:00,23-12-2024 21:00,235.25,307.75,228.88,142.88,18.22,2.09,5.93,34.9
13-12-2024 11:00,13-12-2024 12:00,120.0,190.0,81.3,55.42,6.62,1.11,52.1,28.32
25-09-2024 02:00,25-09-2024 03:00,95.5,135.0,172.88,143.48,10.07,2.23,0.7,4.5
30-01-2024 23:00,31-01-2024 00:00,248.67,307.0,85.03,74.13,22.7,3.19,25.5,38.97
25-10-2024 08:00,25-10-2024 09:00,194.25,304.5,140.03,91.55,12.07,1.7,17.5,16.05
25-02-2024 07:00,25-02-2024 08:00,126.25,213.25,132.18,83.58,4.5,2.64,12.22,34.4
19-05-2024 08:00,19-05-2024 09:00,187.25,230.5,43.83,33.83,22.45,0.73,37.9,25.55
02-03-2024 06:00,02-03-2024 07:00,76.25,101.0,58.43,41.98,8.3,0.83,16.38,14.35
02-05-2024 14:00,02-05-2024 15:00,33.25,80.75,41.8,36.15,11.63,0.73,80.05,6.88
11-11-2024 20:00,11-11-2024 21:00,227.25,342.25,187.93,183.7,25.7,6.93,27.35,54.23
19-11-2024 06:00,19-11-2024 07:00,405.25,445.5,48.17,39.88,,1.17,15.35,16.53
05-12-2024 15:00,05-12-2024 16:00,28.5,67.5,73.83,54.17,0.65,0.71,48.8,26.07
07-11-2024 09:00,07-11-2024 10:00,258.75,280.0,100.7,94.5,7.45,2.13,6.17,34.85
13-06-2024 17:00,13-06-2024 18:00,39.75,83.5,100.28,63.27,5.2,1.01,44.1,21.18
17-05-2024 02:00,17-05-2024 03:00,99.75,129.25,8.3,6.12,12.68,1.03,,38.98
15-12-2024 04:00,15-12-2024 05:00,181.75,231.75,149.0,95.12,5.8,1.55,5.7,28.97
31-01-2024 17:00,31-01-2024 18:00,237.75,303.5,65.7,62.13,22.55,3.0,24.23,34.88
28-04-2024 14:00,28-04-2024 15:00,33.0,99.0,38.3,31.23,15.22,0.58,77.82,15.35
11-04-2024 05:00,11-04-2024 06:00,254.5,332.5,188.55,117.38,18.45,2.5,13.62,44.67
27-07-2024 19:00,27-07-2024 20:00,,,138.25,82.85,13.5,1.73,129.4,36.15
07-09-2024 08:00,07-09-2024 09:00,43.25,57.0,84.17,85.7,8.88,1.18,17.0,22.17
19-03-2024 04:00,19-03-2024 05:00,189.75,281.25,76.4,49.15,12.47,1.47,11.6,27.62
31-12-2024 05:00,31-12-2024 06:00,93.25,126.5,35.53,32.4,2.32,0.9,13.73,22.73
21-11-2024 15:00,21-11-2024 16:00,101.75,149.75,50.83,41.2,17.65,0.81,68.02,14.55
06-07-2024 12:00,06-07-2024 13:00,42.5,67.25,9.47,15.55,19.85,1.1,21.38,16.88
11-06-2024 04:00,11-06-2024 05:00,98.75,129.0,50.92,33.75,15.97,1.42,2.0,26.65
29-11-2024 12:00,29-11-2024 13:00,147.75,207.75,58.55,45.78,8.88,1.18,49.72,16.3
16-04-2024 17:00,16-04-2024 18:00,16.25,31.25,73.25,53.0,,0.71,33.48,18.57
10-04-2024 22:00,10-04-2024 23:00,62.75,162.5,116.6,75.1,16.35,2.57,12.32,35.83
29-11-2024 14:00,29-11-2024 15:00,94.75,147.0,57.1,44.85,5.75,0.97,68.35,19.05
15-05-2024 11:00,15-05-2024 12:00,92.5,116.5,76.58,51.62,31.3,0.12,88.55,20.35
03-06-2024 10:00,03-06-2024 11:00,72.0,92.25,45.3,30.62,,0.74,36.35,27.15
19-10-2024 01:00,19-10-2024 02:00,133.5,260.5,249.15,195.2,,6.16,0.82,176.55
06-02-2024 08:00,06-02-2024 09:00,59.5,73.0,38.08,39.4,20.27,1.07,22.52,15.07
06-04-2024 13:00,06-04-2024 14:00,30.25,50.25,31.02,25.23,1.85,0.61,61.07,18.9
27-08-2024 02:00,27-08-2024 03:00,,,42.88,48.5,16.5,0.86,12.43,40.3
01-10-2024 13:00,01-10-2024 14:00,43.25,84.5,47.33,52.6,21.77,0.96,39.65,21.62
28-03-2024 02:00,28-03-2024 03:00,69.5,152.5,93.17,64.27,5.85,0.93,17.45,9.1
25-07-2024 10:00,25-07-2024 11:00,14.75,17.75,130.5,78.75,10.55,1.29,36.45,65.65
15-12-2024 05:00,15-12-2024 06:00,196.0,251.5,286.35,178.1,,2.17,6.08,38.92
04-04-2024 14:00,04-04-2024 15:00,30.25,45.25,33.0,25.25,,0.59,69.45,17.48
15-09-2024 12:00,15-09-2024 13:00,25.0,60.25,27.12,31.75,7.75,0.66,13.32,25.1
25-05-2024 08:00,25-05-2024 09:00,78.5,95.0,49.7,38.12,6.6,0.44,22.58,21.88
06-08-2024 09:00,06-08-2024 10:00,17.5,21.75,53.42,36.25,13.45,1.16,45.75,46.12
21-07-2024 03:00,21-07-2024 04:00,43.75,59.25,58.32,37.83,12.0,0.72,8.6,71.15
28-02-2024 05:00,28-02-2024 06:00,86.0,126.75,43.47,31.62,,1.08,13.47,17.62
20-05-2024 07:00,20-05-2024 08:00,217.5,285.0,55.02,40.42,26.9,1.62,2.92,22.12
23-10-2024 21:00,23-10-2024 22:00,154.75,274.0,166.3,107.55,18.82,1.86,20.0,14.08
24-06-2024 18:00,24-06-2024 19:00,17.0,21.25,10.32,18.68,25.85,1.66,33.88,16.8
23-12-2024 16:00,23-12-2024 17:00,181.5,243.0,101.15,67.12,21.85,0.95,6.57,26.6
29-02-2024 21:00,29-02-2024 22:00,86.75,173.75,134.78,86.55,4.15,3.7,13.85,39.1
30-08-2024 17:00,30-08-2024 18:00,39.25,51.75,36.97,46.67,7.85,0.88,8.7,33.6
20-05-2024 15:00,20-05-2024 16:00,78.0,114.75,5.75,11.85,2.55,0.17,52.22,33.48
10-11-2024 13:00,10-11-2024 14:00,160.5,178.25,12.78,25.7,18.15,1.56,50.45,16.2
25-08-2024 06:00,25-08-2024 07:00,,,64.67,63.98,13.3,0.98,12.3,26.38
08-01-2024 18:00,08-01-2024 19:00,208.0,297.75,33.77,32.78,18.02,3.4,12.1,40.5
01-03-2024 11:00,01-03-2024 12:00,109.75,186.0,66.77,45.55,13.53,0.78,49.73,17.98
31-10-2024 18:00,31-10-2024 19:00,88.0,155.67,142.5,93.37,9.4,1.7,11.87,13.53
23-08-2024 05:00,23-08-2024 06:00,,,70.1,71.85,13.03,0.94,17.2,25.65
01-06-2024 03:00,01-06-2024 04:00,107.75,150.25,53.05,35.08,1.77,0.41,10.78,26.48
30-06-2024 11:00,30-06-2024 12:00,61.25,73.0,11.5,17.78,25.25,0.99,25.2,17.32
19-05-2024 13:00,19-05-2024 14:00,99.0,137.5,40.52,32.27,5.02,0.25,73.38,24.98
16-10-2024 06:00,16-10-2024 07:00,77.0,175.0,86.0,72.5,7.05,1.68,9.45,11.55
19-12-2024 04:00,19-12-2024 05:00,351.25,445.0,,377.5,18.38,4.29,5.0,62.9
06-10-2024 18:00,06-10-2024 19:00,,,41.0,43.7,7.2,0.93,10.65,24.75
03-11-2024 11:00,03-11-2024 12:00,152.5,202.0,160.1,106.38,19.92,1.29,28.8,13.4
02-06-2024 08:00,02-06-2024 09:00,67.25,81.5,47.58,31.68,12.35,0.79,19.1,27.55
08-10-2024 17:00,08-10-2024 18:00,,,31.15,33.5,3.5,0.92,26.17,11.95
16-06-2024 14:00,16-06-2024 15:00,43.75,85.25,37.23,29.85,15.65,1.08,43.88,17.2
02-10-2024 11:00,02-10-2024 12:00,57.75,127.75,43.8,48.4,0.23,0.87,29.8,22.22
29-07-2024 23:00,30-07-2024 00:00,85.0,113.33,161.5,95.53,16.27,1.48,28.5,108.53
05-02-2024 16:00,05-02-2024 17:00,61.75,95.5,14.12,24.17,21.62,0.84,33.05,10.57
18-04-2024 06:00,18-04-2024 07:00,49.5,146.75,61.02,44.57,6.23,0.93,12.68,21.47
06-11-2024 08:00,06-11-2024 09:00,208.75,231.25,220.0,197.05,1.48,2.69,8.65,58.88
22-07-2024 08:00,22-07-2024 09:00,49.25,66.75,126.6,76.6,13.4,1.22,162.2,64.53
27-09-2024 17:00,27-09-2024 18:00,17.0,30.5,97.9,87.05,0.67,1.43,6.9,23.52
27-10-2024 14:00,27-10-2024 15:00,121.0,181.0,91.05,62.77,19.3,1.2,17.62,16.43
03-09-2024 09:00,03-09-2024 10:00,34.0,49.33,74.45,75.38,14.67,1.22,19.85,28.53
17-04-2024 22:00,17-04-2024 23:00,25.25,105.0,19.62,20.25,12.6,0.97,18.65,13.77
07-04-2024 15:00,07-04-2024 16:00,18.0,30.75,17.8,13.0,5.27,0.55,58.9,15.78
22-11-2024 04:00,22-11-2024 05:00,256.75,321.0,153.57,102.85,6.3,2.78,15.82,27.8
06-05-2024 07:00,06-05-2024 08:00,178.5,324.25,59.27,42.33,36.28,1.53,29.27,15.15
10-07-2024 13:00,10-07-2024 14:00,49.0,70.0,7.65,17.12,1.3,0.91,40.73,17.0
20-04-2024 06:00,20-04-2024 07:00,80.0,166.75,111.6,74.38,9.4,1.88,12.22,23.62
21-03-2024 09:00,21-03-2024 10:00,76.5,134.5,70.83,49.6,16.07,1.03,15.95,20.43
18-11-2024 16:00,18-11-2024 17:00,131.0,284.75,37.35,33.02,3.88,2.3,36.5,18.4
10-03-2024 15:00,10-03-2024 16:00,46.75,93.5,35.48,28.2,19.5,0.69,76.08,12.4
24-05-2024 01:00,24-05-2024 02:00,59.75,73.5,33.45,27.4,13.78,0.37,17.9,28.23
22-10-2024 05:00,22-10-2024 06:00,162.5,225.25,451.6,371.62,13.05,2.79,9.35,22.3
27-05-2024 13:00,27-05-2024 14:00,85.75,107.75,55.98,42.03,13.22,0.49,86.45,16.18
22-06-2024 03:00,22-06-2024 04:00,62.25,97.5,33.27,27.2,18.98,2.21,39.35,20.95
07-01-2024 22:00,07-01-2024 23:00,122.75,201.75,21.12,23.65,4.45,0.56,10.0,30.88
19-10-2024 12:00,19-10-2024 13:00,74.25,143.0,34.4,31.48,17.73,1.19,37.02,31.97
19-12-2024 12:00,19-12-2024 13:00,338.5,410.0,148.18,92.4,26.7,1.67,9.7,29.6
25-06-2024 19:00,25-06-2024 20:00,61.0,85.0,10.05,17.55,16.75,1.47,16.57,16.88
04-09-2024 09:00,04-09-2024 10:00,31.5,42.75,34.62,46.28,19.52,0.81,18.82,33.6
31-08-2024 10:00,31-08-2024 11:00,44.5,54.25,22.25,38.92,11.25,0.72,13.32,32.23
11-12-2024 23:00,12-12-2024 00:00,191.67,268.33,374.2,228.67,4.93,3.65,6.73,45.03
01-08-2024 03:00,01-08-2024 04:00,13.25,14.5,80.83,50.18,12.35,0.92,46.45,79.28
05-08-2024 23:00,06-08-2024 00:00,22.67,27.0,54.07,36.33,11.47,1.06,45.93,34.97
12-02-2024 14:00,12-02-2024 15:00,124.25,157.0,11.32,22.98,16.1,1.08,130.3,7.75
26-03-2024 22:00,26-03-2024 23:00,122.25,198.25,28.07,22.8,11.8,1.74,18.77,17.2
15-01-2024 02:00,15-01-2024 03:00,266.25,315.75,30.25,29.42,5.38,1.63,18.07,36.97
15-07-2024 14:00,15-07-2024 15:00,49.25,69.75,16.97,18.12,7.47,0.76,30.27,23.57
21-10-2024 07:00,21-10-2024 08:00,179.0,277.0,389.05,247.6,8.9,2.33,9.68,23.07
06-04-2024 03:00,06-04-2024 04:00,86.25,110.75,47.4,34.42,15.48,0.75,27.75,22.48
23-06-2024 04:00,23-06-2024 05:00,58.5,80.5,27.65,23.85,12.4,1.62,41.35,22.8
08-05-2024 09:00,08-05-2024 10:00,61.25,206.75,7.93,9.32,22.67,1.24,13.2,6.58
03-10-2024 22:00,03-10-2024 23:00,96.5,155.25,283.7,219.88,18.0,4.44,1.35,
12-08-2024 17:00,12-08-2024 18:00,47.0,51.75,55.85,55.35,12.77,2.35,9.38,22.3
21-12-2024 16:00,21-12-2024 17:00,131.5,178.5,63.15,45.05,24.05,0.78,36.65,27.23
08-03-2024 10:00,08-03-2024 11:00,75.75,149.25,60.05,41.75,30.55,0.85,49.73,20.23
31-10-2024 14:00,31-10-2024 15:00,68.0,123.25,74.25,55.2,4.82,0.87,30.82,12.4
04-04-2024 02:00,04-04-2024 03:00,55.0,70.75,41.0,34.73,13.15,0.57,27.93,7.55
01-01-2024 21:00,01-01-2024 22:00,220.75,356.25,14.85,18.75,22.62,1.12,15.9,22.4
09-01-2024 03:00,09-01-2024 04:00,127.0,187.5,13.18,16.62,21.68,0.83,12.1,21.22
02-02-2024 11:00,02-02-2024 12:00,113.75,143.25,26.78,30.75,17.27,1.5,26.25,18.5
24-10-2024 01:00,24-10-2024 02:00,172.25,242.5,94.45,66.08,8.45,1.48,22.62,14.88
17-05-2024 22:00,17-05-2024 23:00,120.5,173.0,68.97,47.73,12.4,5.87,,20.48
13-05-2024 16:00,13-05-2024 17:00,49.75,75.5,30.7,30.23,14.97,0.75,116.25,15.28
06-07-2024 14:00,06-07-2024 15:00,21.75,36.5,11.8,18.1,16.45,0.94,24.95,17.85
11-08-2024 21:00,11-08-2024 22:00,27.75,29.5,75.05,72.42,14.82,2.12,9.82,28.85
19-02-2024 22:00,19-02-2024 23:00,122.25,184.0,16.6,30.95,20.07,1.01,44.2,12.9
11-07-2024 18:00,11-07-2024 19:00,37.5,67.75,,,,,,
30-11-2024 20:00,30-11-2024 21:00,128.5,230.5,324.42,202.28,4.7,3.75,7.1,37.85
17-10-2024 18:00,17-10-2024 19:00,62.75,178.25,135.68,104.9,3.42,4.12,9.85,
01-05-2024 20:00,01-05-2024 21:00,49.0,113.25,38.25,32.42,17.0,0.97,42.48,9.15
16-08-2024 09:00,16-08-2024 10:00,28.5,31.25,108.4,92.85,14.3,1.61,9.67,3.13
03-04-2024 00:00,03-04-2024 01:00,61.5,77.0,60.93,46.6,18.35,0.94,16.55,14.25
24-08-2024 07:00,24-08-2024 08:00,,,108.78,97.65,4.75,1.68,13.65,16.2
26-11-2024 13:00,26-11-2024 14:00,109.25,163.25,39.62,35.42,17.05,0.79,63.97,18.55
31-01-2024 16:00,31-01-2024 17:00,262.25,328.75,39.33,42.02,20.4,2.75,24.77,25.88
08-03-2024 06:00,08-03-2024 07:00,85.25,144.5,52.25,37.15,7.6,1.02,14.45,22.93
28-04-2024 16:00,28-04-2024 17:00,39.75,98.5,39.0,31.9,12.67,0.69,66.12,17.65
20-03-2024 16:00,20-03-2024 17:00,31.25,75.75,43.65,32.15,10.78,0.69,59.75,17.95
05-05-2024 16:00,05-05-2024 17:00,50.25,81.0,49.98,37.33,15.15,0.76,69.62,15.65
15-02-2024 19:00,15-02-2024 20:00,130.75,215.75,28.55,38.23,24.58,2.66,14.0,8.2
13-02-2024 18:00,13-02-2024 19:00,106.75,133.0,45.53,46.08,14.95,3.13,17.1,11.6
14-02-2024 06:00,14-02-2024 07:00,106.5,113.0,27.68,35.25,9.9,1.03,16.65,11.03
11-10-2024 01:00,11-10-2024 02:00,51.0,104.25,41.62,38.95,,1.02,16.7,12.15
10-06-2024 09:00,10-06-2024 10:00,69.75,101.25,56.75,37.48,23.73,0.85,56.88,25.15
11-01-2024 19:00,11-01-2024 20:00,165.75,225.0,26.38,26.27,4.75,2.35,18.52,35.45
28-11-2024 13:00,28-11-2024 14:00,113.5,163.25,45.7,38.03,,0.22,56.9,15.47
03-02-2024 23:00,04-02-2024 00:00,210.33,283.0,154.1,123.07,21.57,5.36,21.8,44.1
07-06-2024 03:00,07-06-2024 04:00,51.75,118.25,54.02,35.58,8.68,0.48,2.0,26.43
06-04-2024 09:00,06-04-2024 10:00,80.75,118.0,44.17,32.85,16.52,0.87,49.98,23.95
06-10-2024 03:00,06-10-2024 04:00,,,205.25,167.9,8.75,2.24,0.38,0.5
29-04-2024 06:00,29-04-2024 07:00,100.0,188.5,136.18,87.65,13.5,2.59,12.88,28.55
04-04-2024 19:00,04-04-2024 20:00,31.25,51.0,61.95,45.27,,1.3,17.9,16.02
22-11-2024 06:00,22-11-2024 07:00,281.5,340.25,93.47,67.58,6.78,1.56,16.73,21.43
24-06-2024 03:00,24-06-2024 04:00,68.25,94.25,32.23,26.5,11.32,1.4,79.5,20.73
18-03-2024 21:00,18-03-2024 22:00,71.0,163.75,76.38,52.35,7.48,2.07,11.73,29.27
16-10-2024 07:00,16-10-2024 08:00,88.25,205.5,70.9,60.95,7.18,1.51,9.9,29.3
01-01-2024 03:00,01-01-2024 04:00,167.75,217.0,10.22,15.57,13.18,0.95,8.9,11.05
09-04-2024 02:00,09-04-2024 03:00,138.25,203.0,122.72,77.85,20.62,2.39,12.9,38.03
01-09-2024 13:00,01-09-2024 14:00,38.0,45.0,24.08,38.67,23.2,0.6,38.95,37.7
09-06-2024 02:00,09-06-2024 03:00,61.0,84.5,47.85,31.85,2.0,0.61,32.83,27.57
